angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.05,0.2,,,"[866, 808, 57, 76]","[730, 892, 32, 36]",,,0.0,0.0,,,0.05,0.1,,,0.05,0.06,,,0.4,0.01,,,0.45,0.62,,,0.0,0.0,,
0.05,0.2,,,"[865, 808, 58, 76]","[730, 892, 32, 36]",,,0.0,0.0,,,0.06,0.1,,,0.06,0.09,,,0.35,0.01,,,0.47,0.59,,,0.0,0.0,,
0.05,0.1,,,"[866, 809, 56, 75]","[746, 1270, 50, 73]",,,0.0,0.0,,,0.06,0.06,,,0.07,0.16,,,0.36,0.17,,,0.45,0.51,,,0.0,0.01,,
0.05,,,,"[865, 806, 60, 81]",,,,0.0,,,,0.06,,,,0.05,,,,0.46,,,,0.39,,,,0.0,,,
0.06,,,,"[865, 805, 60, 83]",,,,0.0,,,,0.05,,,,0.05,,,,0.41,,,,0.42,,,,0.0,,,
0.06,0.02,,,"[864, 806, 60, 82]","[319, 641, 417, 526]",,,0.0,0.0,,,0.06,0.0,,,0.06,0.9,,,0.39,0.06,,,0.42,0.01,,,0.0,0.02,,
0.08,,,,"[863, 807, 60, 80]",,,,0.0,,,,0.09,,,,0.07,,,,0.36,,,,0.41,,,,0.0,,,
0.05,,,,"[862, 810, 57, 76]",,,,0.0,,,,0.09,,,,0.03,,,,0.32,,,,0.51,,,,0.0,,,
0.0,0.05,,,"[347, 657, 408, 489]","[863, 807, 60, 82]",,,0.0,0.0,,,0.0,0.05,,,0.97,0.08,,,0.02,0.45,,,0.0,0.37,,,0.01,0.0,,
0.0,0.04,,,"[357, 639, 402, 497]","[862, 810, 57, 78]",,,0.0,0.0,,,0.0,0.06,,,0.94,0.04,,,0.05,0.4,,,0.01,0.46,,,0.01,0.0,,
0.0,0.04,,,"[363, 641, 402, 498]","[861, 810, 59, 79]",,,0.0,0.0,,,0.0,0.05,,,0.98,0.03,,,0.01,0.43,,,0.0,0.44,,,0.0,0.0,,
0.0,0.04,,,"[361, 630, 411, 508]","[861, 811, 57, 76]",,,0.0,0.0,,,0.0,0.06,,,0.98,0.03,,,0.01,0.38,,,0.0,0.49,,,0.01,0.0,,
0.0,0.03,,,"[357, 618, 421, 525]","[861, 811, 57, 77]",,,0.0,0.0,,,0.0,0.07,,,0.96,0.02,,,0.02,0.39,,,0.0,0.49,,,0.01,0.0,,
0.0,0.03,,,"[359, 623, 421, 523]","[861, 811, 57, 77]",,,0.0,0.0,,,0.0,0.06,,,0.96,0.02,,,0.02,0.39,,,0.0,0.5,,,0.01,0.0,,
0.0,0.03,,,"[361, 627, 419, 520]","[860, 809, 60, 80]",,,0.0,0.0,,,0.0,0.06,,,0.94,0.03,,,0.04,0.4,,,0.0,0.47,,,0.01,0.0,,
0.0,,,,"[358, 624, 421, 520]",,,,0.0,,,,0.0,,,,0.97,,,,0.01,,,,0.0,,,,0.02,,,
0.0,,,,"[360, 627, 414, 515]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.01,,,
0.0,,,,"[354, 622, 417, 519]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.01,,,
0.0,,,,"[348, 612, 418, 523]",,,,0.0,,,,0.0,,,,0.93,,,,0.05,,,,0.01,,,,0.0,,,
0.0,0.34,,,"[339, 613, 419, 520]","[754, 935, 40, 44]",,,0.0,0.0,,,0.0,0.23,,,0.96,0.18,,,0.04,0.06,,,0.0,0.17,,,0.0,0.01,,
0.03,,,,"[334, 591, 431, 534]",,,,0.0,,,,0.01,,,,0.65,,,,0.27,,,,0.05,,,,0.01,,,
0.02,0.27,,,"[331, 588, 432, 529]","[754, 937, 36, 41]",,,0.0,0.0,,,0.01,0.29,,,0.57,0.11,,,0.32,0.11,,,0.07,0.23,,,0.01,0.0,,
0.01,0.26,,,"[332, 586, 435, 534]","[755, 938, 34, 40]",,,0.0,0.0,,,0.0,0.3,,,0.83,0.13,,,0.14,0.1,,,0.01,0.21,,,0.01,0.0,,
0.0,,,,"[336, 589, 429, 529]",,,,0.0,,,,0.0,,,,0.89,,,,0.1,,,,0.0,,,,0.0,,,
0.0,,,,"[337, 589, 434, 531]",,,,0.0,,,,0.0,,,,0.85,,,,0.13,,,,0.01,,,,0.01,,,
0.0,0.6,,,"[341, 590, 431, 528]","[795, 903, 56, 68]",,,0.0,0.0,,,0.0,0.13,,,0.9,0.08,,,0.08,0.01,,,0.01,0.17,,,0.0,0.0,,
0.0,0.75,,,"[345, 589, 430, 529]","[797, 904, 53, 63]",,,0.0,0.0,,,0.0,0.05,,,0.91,0.07,,,0.08,0.01,,,0.0,0.12,,,0.0,0.0,,
0.0,,,,"[347, 594, 428, 520]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[351, 597, 424, 516]",,,,0.0,,,,0.0,,,,0.91,,,,0.07,,,,0.01,,,,0.0,,,
0.0,0.09,,,"[346, 599, 428, 512]","[800, 1487, 166, 206]",,,0.0,0.0,,,0.0,0.03,,,0.98,0.04,,,0.02,0.09,,,0.0,0.57,,,0.0,0.18,,
0.0,,,,"[345, 592, 432, 520]",,,,0.0,,,,0.0,,,,0.97,,,,0.03,,,,0.0,,,,0.0,,,
0.0,,,,"[340, 585, 441, 531]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[341, 578, 442, 537]",,,,0.0,,,,0.0,,,,0.97,,,,0.03,,,,0.0,,,,0.0,,,
0.0,,,,"[342, 577, 440, 538]",,,,0.0,,,,0.0,,,,0.93,,,,0.06,,,,0.0,,,,0.0,,,
0.0,,,,"[344, 580, 442, 534]",,,,0.0,,,,0.0,,,,0.97,,,,0.03,,,,0.0,,,,0.0,,,
0.0,,,,"[350, 590, 434, 524]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[352, 588, 433, 527]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[349, 582, 439, 539]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[348, 580, 443, 545]",,,,0.0,,,,0.0,,,,0.99,,,,0.0,,,,0.0,,,,0.0,,,
0.01,,,,"[349, 582, 442, 543]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[351, 586, 439, 538]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[348, 584, 441, 540]",,,,0.0,,,,0.0,,,,0.94,,,,0.05,,,,0.01,,,,0.0,,,
0.0,,,,"[345, 587, 444, 540]",,,,0.0,,,,0.0,,,,0.96,,,,0.03,,,,0.0,,,,0.0,,,
0.0,,,,"[344, 584, 445, 545]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[345, 599, 434, 520]",,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,"[346, 595, 435, 523]",,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,"[345, 574, 442, 545]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,0.09,,,"[343, 561, 448, 552]","[806, 1499, 172, 213]",,,0.0,0.0,,,0.0,0.02,,,0.99,0.17,,,0.0,0.06,,,0.0,0.49,,,0.0,0.17,,
0.0,,,,"[345, 563, 446, 553]",,,,0.0,,,,0.0,,,,0.97,,,,0.03,,,,0.0,,,,0.0,,,
0.0,0.09,,,"[346, 568, 445, 547]","[810, 1499, 169, 213]",,,0.0,0.0,,,0.0,0.04,,,0.99,0.08,,,0.0,0.07,,,0.0,0.41,,,0.0,0.31,,
0.0,,,,"[346, 568, 443, 545]",,,,0.0,,,,0.0,,,,0.99,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,"[343, 565, 447, 551]",,,,0.0,,,,0.0,,,,0.99,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,"[337, 558, 451, 559]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.01,,,
0.0,,,,"[336, 562, 445, 556]",,,,0.0,,,,0.0,,,,0.97,,,,0.01,,,,0.0,,,,0.02,,,
0.0,,,,"[330, 566, 447, 551]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.01,,,
0.01,,,,"[326, 566, 446, 546]",,,,0.0,,,,0.0,,,,0.94,,,,0.01,,,,0.0,,,,0.05,,,
0.0,,,,"[330, 577, 432, 521]",,,,0.0,,,,0.0,,,,0.97,,,,0.0,,,,0.0,,,,0.02,,,
0.01,0.05,0.12,,"[320, 568, 442, 536]","[787, 1313, 45, 66]","[523, 1442, 45, 65]",,0.0,0.0,0.03,,0.02,0.07,0.04,,0.82,0.26,0.07,,0.1,0.22,0.02,,0.01,0.38,0.53,,0.04,0.01,0.18,
0.03,,,,"[785, 1314, 46, 66]",,,,0.0,,,,0.06,,,,0.39,,,,0.16,,,,0.35,,,,0.01,,,
0.05,,,,"[784, 1313, 44, 66]",,,,0.0,,,,0.08,,,,0.15,,,,0.17,,,,0.54,,,,0.01,,,
0.0,,,,"[305, 572, 441, 535]",,,,0.0,,,,0.01,,,,0.88,,,,0.02,,,,0.01,,,,0.07,,,
0.0,,,,"[299, 576, 440, 530]",,,,0.0,,,,0.01,,,,0.9,,,,0.05,,,,0.01,,,,0.03,,,
0.01,,,,"[295, 574, 442, 535]",,,,0.0,,,,0.01,,,,0.94,,,,0.03,,,,0.01,,,,0.0,,,
0.0,,,,"[289, 580, 438, 527]",,,,0.0,,,,0.0,,,,0.99,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,"[283, 574, 443, 538]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[278, 575, 442, 539]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[270, 573, 448, 541]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[265, 580, 444, 532]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.0,,,
0.0,0.23,,,"[263, 582, 439, 530]","[785, 911, 57, 69]",,,0.0,0.0,,,0.0,0.19,,,0.98,0.06,,,0.01,0.03,,,0.0,0.49,,,0.0,0.0,,
0.0,,,,"[252, 576, 445, 533]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[247, 573, 442, 535]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,0.18,,,"[245, 579, 444, 533]","[724, 899, 33, 40]",,,0.0,0.0,,,0.0,0.06,,,0.99,0.43,,,0.0,0.02,,,0.0,0.32,,,0.0,0.0,,
0.0,0.21,,,"[243, 584, 440, 530]","[723, 900, 35, 40]",,,0.0,0.0,,,0.0,0.07,,,0.99,0.33,,,0.0,0.02,,,0.0,0.37,,,0.0,0.0,,
0.0,0.2,,,"[244, 590, 430, 526]","[724, 901, 33, 39]",,,0.0,0.0,,,0.0,0.07,,,0.98,0.3,,,0.02,0.03,,,0.0,0.39,,,0.0,0.0,,
0.01,0.28,,,"[223, 587, 447, 524]","[723, 901, 35, 39]",,,0.0,0.0,,,0.0,0.08,,,0.44,0.25,,,0.49,0.02,,,0.05,0.36,,,0.0,0.0,,
0.02,0.3,,,"[225, 590, 443, 525]","[723, 901, 36, 39]",,,0.0,0.0,,,0.0,0.06,,,0.51,0.33,,,0.39,0.02,,,0.08,0.3,,,0.0,0.0,,
0.0,0.09,0.3,,"[231, 595, 436, 522]","[850, 807, 63, 86]","[723, 901, 35, 40]",,0.0,0.0,0.0,,0.0,0.11,0.1,,0.85,0.07,0.19,,0.1,0.24,0.02,,0.04,0.49,0.38,,0.0,0.0,0.0,
0.0,0.04,0.26,,"[226, 592, 436, 523]","[848, 810, 62, 83]","[724, 901, 35, 40]",,0.0,0.0,0.0,,0.0,0.04,0.09,,0.95,0.02,0.21,,0.04,0.44,0.02,,0.01,0.46,0.42,,0.0,0.0,0.0,
0.0,0.09,0.23,0.03,"[214, 585, 449, 535]","[844, 807, 63, 86]","[723, 901, 36, 39]","[744, 1483, 190, 232]",0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.03,0.98,0.01,0.23,0.07,0.02,0.36,0.02,0.1,0.0,0.52,0.46,0.73,0.0,0.0,0.0,0.04
0.0,0.03,0.29,,"[210, 581, 449, 536]","[845, 809, 64, 85]","[724, 901, 36, 41]",,0.0,0.0,0.0,,0.0,0.01,0.1,,0.98,0.01,0.18,,0.02,0.73,0.02,,0.0,0.21,0.4,,0.0,0.0,0.0,
0.05,0.01,0.21,,"[844, 810, 64, 83]","[208, 573, 447, 542]","[724, 902, 35, 40]",,0.0,0.0,0.0,,0.03,0.0,0.14,,0.0,0.97,0.13,,0.62,0.02,0.02,,0.3,0.0,0.5,,0.0,0.0,0.0,
0.0,0.05,0.27,,"[208, 572, 442, 537]","[843, 809, 66, 85]","[725, 902, 35, 40]",,0.0,0.0,0.0,,0.0,0.02,0.11,,0.95,0.01,0.21,,0.04,0.65,0.02,,0.01,0.27,0.38,,0.0,0.0,0.0,
0.0,0.04,0.24,,"[199, 570, 444, 536]","[843, 809, 66, 86]","[726, 902, 34, 39]",,0.0,0.0,0.01,,0.0,0.02,0.1,,0.98,0.01,0.17,,0.02,0.7,0.02,,0.0,0.23,0.46,,0.0,0.0,0.0,
0.0,0.03,0.23,,"[195, 566, 449, 540]","[844, 810, 66, 85]","[726, 902, 35, 40]",,0.0,0.0,0.01,,0.0,0.02,0.11,,0.96,0.02,0.18,,0.04,0.73,0.02,,0.0,0.21,0.45,,0.0,0.0,0.0,
0.0,0.04,0.24,,"[194, 566, 449, 541]","[846, 811, 65, 84]","[726, 902, 36, 41]",,0.0,0.0,0.0,,0.0,0.02,0.14,,0.84,0.01,0.1,,0.15,0.72,0.01,,0.01,0.22,0.5,,0.0,0.0,0.0,
0.0,0.03,0.27,,"[192, 566, 449, 537]","[847, 812, 64, 84]","[726, 901, 36, 41]",,0.0,0.0,0.01,,0.0,0.02,0.12,,0.97,0.0,0.22,,0.03,0.7,0.02,,0.0,0.25,0.37,,0.0,0.0,0.0,
0.0,0.04,0.18,,"[197, 571, 441, 535]","[848, 814, 63, 82]","[723, 905, 40, 45]",,0.0,0.0,0.0,,0.0,0.02,0.1,,0.98,0.0,0.24,,0.01,0.67,0.08,,0.0,0.26,0.39,,0.0,0.0,0.0,
0.0,0.02,0.26,,"[196, 573, 443, 537]","[851, 813, 61, 82]","[723, 904, 40, 46]",,0.0,0.0,0.0,,0.0,0.02,0.14,,0.99,0.0,0.24,,0.01,0.72,0.05,,0.0,0.24,0.31,,0.0,0.0,0.0,
0.0,0.01,0.19,,"[195, 576, 439, 529]","[850, 812, 64, 84]","[723, 905, 40, 46]",,0.0,0.0,0.0,,0.0,0.01,0.15,,1.0,0.0,0.25,,0.0,0.82,0.07,,0.0,0.16,0.34,,0.0,0.0,0.0,
0.0,0.02,0.23,,"[187, 565, 450, 542]","[851, 812, 64, 84]","[723, 904, 41, 46]",,0.0,0.0,0.0,,0.0,0.01,0.11,,0.99,0.01,0.34,,0.01,0.73,0.06,,0.0,0.23,0.25,,0.0,0.0,0.0,
0.0,0.02,0.28,,"[184, 571, 449, 538]","[853, 814, 64, 83]","[726, 902, 39, 45]",,0.0,0.0,0.0,,0.0,0.01,0.08,,0.99,0.01,0.19,,0.01,0.68,0.03,,0.0,0.29,0.43,,0.0,0.0,0.0,
0.0,0.01,,,"[180, 575, 449, 539]","[854, 813, 64, 85]",,,0.0,0.0,,,0.0,0.01,,,0.99,0.01,,,0.01,0.7,,,0.0,0.27,,,0.0,0.0,,
0.0,0.01,0.36,,"[180, 587, 446, 538]","[855, 814, 63, 84]","[728, 903, 37, 42]",,0.0,0.0,0.0,,0.0,0.01,0.14,,0.96,0.01,0.14,,0.03,0.72,0.02,,0.01,0.24,0.34,,0.0,0.0,0.0,
0.0,0.02,0.33,,"[176, 578, 448, 543]","[855, 814, 64, 84]","[729, 904, 38, 41]",,0.0,0.0,0.0,,0.0,0.03,0.13,,0.97,0.01,0.1,,0.02,0.6,0.01,,0.0,0.35,0.43,,0.0,0.0,0.0,
0.01,0.02,0.27,,"[172, 586, 449, 540]","[856, 813, 64, 85]","[728, 904, 38, 42]",,0.0,0.0,0.0,,0.0,0.05,0.12,,0.93,0.0,0.12,,0.04,0.58,0.02,,0.01,0.34,0.47,,0.0,0.0,0.0,
0.01,0.01,0.24,,"[172, 589, 449, 539]","[857, 814, 66, 87]","[729, 905, 37, 43]",,0.0,0.0,0.0,,0.0,0.02,0.1,,0.83,0.02,0.2,,0.13,0.7,0.02,,0.02,0.24,0.44,,0.0,0.0,0.0,
0.01,0.02,0.37,,"[175, 588, 445, 534]","[859, 814, 62, 84]","[731, 904, 37, 42]",,0.0,0.0,0.0,,0.0,0.01,0.15,,0.88,0.0,0.12,,0.09,0.7,0.01,,0.01,0.26,0.34,,0.0,0.0,0.0,
0.02,0.01,0.35,,"[176, 585, 447, 536]","[859, 813, 65, 87]","[731, 905, 37, 43]",,0.0,0.0,0.0,,0.01,0.01,0.11,,0.76,0.01,0.13,,0.18,0.67,0.02,,0.03,0.3,0.38,,0.0,0.0,0.0,
0.06,0.03,0.3,,"[175, 586, 446, 536]","[862, 819, 60, 78]","[731, 905, 37, 44]",,0.0,0.0,0.0,,0.02,0.03,0.12,,0.42,0.0,0.08,,0.38,0.62,0.02,,0.12,0.32,0.48,,0.0,0.0,0.0,
0.06,0.01,0.46,,"[174, 585, 448, 538]","[860, 814, 66, 87]","[734, 906, 35, 39]",,0.0,0.0,0.0,,0.01,0.01,0.1,,0.49,0.01,0.15,,0.34,0.75,0.01,,0.1,0.22,0.27,,0.0,0.0,0.0,
0.04,0.02,0.3,,"[177, 589, 446, 533]","[863, 818, 62, 81]","[736, 906, 33, 38]",,0.0,0.0,0.0,,0.01,0.02,0.09,,0.54,0.01,0.11,,0.29,0.68,0.01,,0.13,0.27,0.48,,0.0,0.0,0.0,
0.02,0.03,0.37,,"[179, 594, 441, 531]","[864, 820, 61, 79]","[736, 907, 34, 38]",,0.0,0.0,0.0,,0.0,0.02,0.11,,0.8,0.01,0.16,,0.14,0.52,0.02,,0.04,0.41,0.34,,0.0,0.0,0.0,
0.02,0.02,0.3,,"[179, 604, 437, 522]","[865, 820, 61, 81]","[735, 907, 34, 39]",,0.0,0.0,0.0,,0.01,0.02,0.12,,0.7,0.0,0.13,,0.12,0.47,0.02,,0.16,0.48,0.43,,0.0,0.0,0.0,
0.01,0.03,0.32,,"[174, 602, 442, 533]","[865, 819, 62, 82]","[740, 909, 30, 33]",,0.0,0.0,0.0,,0.0,0.03,0.09,,0.93,0.0,0.21,,0.05,0.55,0.01,,0.01,0.39,0.36,,0.0,0.0,0.0,
0.08,0.01,0.28,,"[175, 606, 437, 527]","[866, 817, 62, 84]","[736, 907, 34, 40]",,0.0,0.0,0.0,,0.01,0.02,0.17,,0.52,0.0,0.17,,0.2,0.59,0.02,,0.2,0.38,0.37,,0.0,0.0,0.0,
0.02,0.01,0.45,,"[175, 599, 441, 537]","[867, 819, 62, 82]","[736, 907, 36, 41]",,0.0,0.0,0.0,,0.0,0.02,0.15,,0.92,0.0,0.11,,0.04,0.65,0.02,,0.01,0.31,0.27,,0.0,0.0,0.0,
0.01,0.02,0.26,,"[165, 598, 452, 549]","[868, 819, 62, 83]","[737, 908, 35, 40]",,0.0,0.0,0.0,,0.0,0.03,0.17,,0.94,0.0,0.11,,0.04,0.56,0.02,,0.01,0.39,0.44,,0.0,0.0,0.0,
0.01,0.02,0.34,0.03,"[177, 594, 442, 539]","[869, 820, 62, 80]","[738, 908, 35, 41]","[693, 1316, 39, 59]",0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.09,0.91,0.0,0.1,0.26,0.05,0.61,0.02,0.1,0.02,0.33,0.38,0.51,0.0,0.0,0.0,0.01
0.04,0.02,0.26,0.08,"[178, 595, 445, 536]","[870, 821, 61, 80]","[739, 909, 35, 40]","[688, 1313, 46, 68]",0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.05,0.71,0.0,0.14,0.37,0.19,0.63,0.02,0.07,0.05,0.32,0.41,0.43,0.0,0.0,0.0,0.01
0.03,0.01,0.39,,"[175, 601, 447, 536]","[871, 820, 61, 82]","[739, 909, 36, 42]",,0.0,0.0,0.0,,0.0,0.01,0.15,,0.78,0.0,0.12,,0.1,0.64,0.02,,0.09,0.34,0.31,,0.0,0.0,0.0,
0.06,0.01,0.17,,"[174, 597, 448, 540]","[872, 822, 61, 80]","[743, 912, 32, 37]",,0.0,0.0,0.0,,0.01,0.02,0.19,,0.63,0.0,0.12,,0.13,0.65,0.03,,0.17,0.32,0.49,,0.0,0.0,0.0,
0.0,0.01,0.21,,"[178, 605, 444, 537]","[872, 822, 62, 81]","[735, 913, 39, 45]",,0.0,0.0,0.0,,0.0,0.02,0.12,,0.96,0.0,0.24,,0.02,0.68,0.18,,0.01,0.29,0.24,,0.0,0.0,0.0,
0.05,0.02,0.23,,"[178, 598, 442, 538]","[874, 823, 62, 82]","[741, 909, 36, 42]",,0.0,0.0,0.01,,0.01,0.02,0.18,,0.64,0.01,0.12,,0.19,0.59,0.03,,0.11,0.37,0.44,,0.0,0.0,0.0,
0.01,0.01,0.23,,"[180, 601, 443, 538]","[874, 824, 63, 82]","[741, 911, 37, 42]",,0.0,0.0,0.0,,0.0,0.01,0.14,,0.9,0.01,0.1,,0.07,0.75,0.02,,0.02,0.22,0.51,,0.0,0.0,0.0,
0.0,0.02,0.2,,"[181, 601, 441, 537]","[876, 829, 63, 78]","[742, 910, 37, 43]",,0.0,0.0,0.0,,0.0,0.02,0.18,,0.94,0.01,0.07,,0.05,0.54,0.03,,0.01,0.41,0.52,,0.0,0.0,0.0,
0.05,0.06,0.21,,"[179, 597, 442, 535]","[876, 821, 63, 83]","[743, 912, 37, 43]",,0.0,0.0,0.0,,0.0,0.03,0.1,,0.67,0.02,0.21,,0.21,0.58,0.03,,0.08,0.31,0.44,,0.0,0.0,0.0,
0.01,0.04,0.12,,"[177, 595, 447, 544]","[877, 821, 63, 84]","[747, 912, 34, 39]",,0.0,0.0,0.01,,0.0,0.03,0.12,,0.95,0.01,0.23,,0.03,0.65,0.01,,0.01,0.28,0.51,,0.0,0.0,0.0,
0.01,0.04,0.19,0.06,"[178, 585, 445, 542]","[878, 821, 64, 85]","[748, 913, 34, 39]","[760, 1468, 175, 213]",0.0,0.0,0.01,0.0,0.0,0.02,0.11,0.03,0.88,0.02,0.2,0.15,0.07,0.65,0.01,0.14,0.04,0.26,0.47,0.56,0.0,0.0,0.0,0.06
0.01,0.03,0.17,0.05,"[177, 584, 447, 542]","[880, 826, 61, 79]","[749, 914, 34, 39]","[759, 1469, 176, 213]",0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.04,0.87,0.03,0.15,0.07,0.07,0.68,0.01,0.18,0.06,0.24,0.54,0.57,0.0,0.0,0.0,0.1
0.03,0.04,0.37,,"[178, 584, 447, 543]","[881, 828, 61, 80]","[749, 914, 35, 41]",,0.0,0.0,0.0,,0.0,0.03,0.13,,0.4,0.02,0.11,,0.45,0.53,0.01,,0.12,0.39,0.38,,0.0,0.0,0.0,
0.02,0.03,0.2,,"[175, 580, 450, 545]","[883, 829, 60, 77]","[750, 914, 35, 41]",,0.0,0.0,0.0,,0.0,0.04,0.18,,0.55,0.01,0.06,,0.34,0.49,0.01,,0.09,0.42,0.55,,0.0,0.0,0.0,
0.0,0.03,0.25,,"[175, 581, 450, 546]","[883, 829, 61, 78]","[750, 915, 36, 40]",,0.0,0.0,0.0,,0.0,0.03,0.13,,0.97,0.02,0.19,,0.02,0.5,0.01,,0.0,0.42,0.41,,0.0,0.0,0.0,
0.01,0.03,0.17,,"[177, 584, 450, 546]","[884, 829, 61, 80]","[752, 915, 35, 41]",,0.0,0.0,0.0,,0.0,0.02,0.17,,0.93,0.01,0.07,,0.05,0.59,0.01,,0.01,0.35,0.58,,0.0,0.0,0.0,
0.01,0.03,0.26,,"[173, 586, 450, 545]","[885, 831, 60, 80]","[752, 916, 36, 41]",,0.0,0.0,0.0,,0.0,0.01,0.11,,0.83,0.02,0.14,,0.12,0.56,0.01,,0.04,0.38,0.46,,0.0,0.0,0.0,
0.07,0.22,,,"[884, 826, 63, 84]","[747, 916, 41, 46]",,,0.0,0.0,,,0.03,0.11,,,0.01,0.28,,,0.52,0.04,,,0.37,0.34,,,0.0,0.0,,
0.08,0.27,0.03,,"[886, 831, 61, 78]","[757, 919, 31, 33]","[700, 1316, 41, 61]",,0.0,0.0,0.0,,0.07,0.07,0.07,,0.05,0.18,0.28,,0.38,0.02,0.04,,0.41,0.46,0.58,,0.0,0.01,0.01,
0.09,0.25,,,"[887, 835, 61, 77]","[753, 919, 35, 41]",,,0.0,0.0,,,0.04,0.14,,,0.03,0.12,,,0.39,0.02,,,0.45,0.47,,,0.0,0.0,,
0.08,0.34,,,"[887, 829, 62, 82]","[754, 917, 37, 43]",,,0.0,0.0,,,0.06,0.12,,,0.1,0.15,,,0.46,0.02,,,0.29,0.36,,,0.01,0.0,,
0.1,0.17,,,"[889, 831, 62, 80]","[756, 918, 35, 40]",,,0.0,0.0,,,0.08,0.14,,,0.09,0.13,,,0.38,0.01,,,0.34,0.54,,,0.01,0.0,,
0.08,0.21,0.12,,"[891, 835, 60, 78]","[756, 919, 37, 42]","[201, 705, 178, 200]",,0.0,0.0,0.0,,0.08,0.13,0.03,,0.05,0.11,0.65,,0.4,0.01,0.11,,0.4,0.53,0.04,,0.0,0.0,0.06,
0.11,0.19,,,"[892, 836, 60, 76]","[757, 919, 35, 41]",,,0.0,0.0,,,0.1,0.14,,,0.07,0.07,,,0.26,0.02,,,0.45,0.57,,,0.0,0.0,,
0.13,0.21,,,"[892, 838, 59, 76]","[760, 921, 34, 38]",,,0.0,0.0,,,0.06,0.14,,,0.06,0.14,,,0.3,0.02,,,0.46,0.48,,,0.0,0.0,,
0.09,0.21,,,"[893, 834, 61, 78]","[761, 921, 34, 39]",,,0.0,0.0,,,0.11,0.15,,,0.1,0.12,,,0.29,0.01,,,0.39,0.5,,,0.01,0.0,,
0.0,0.1,0.26,,"[206, 607, 407, 497]","[892, 832, 63, 82]","[761, 921, 35, 39]",,0.0,0.0,0.0,,0.0,0.07,0.09,,1.0,0.14,0.28,,0.0,0.39,0.01,,0.0,0.29,0.35,,0.0,0.01,0.0,
0.0,0.08,0.19,,"[212, 607, 399, 491]","[892, 830, 67, 89]","[762, 922, 35, 39]",,0.0,0.0,0.0,,0.0,0.03,0.13,,1.0,0.1,0.15,,0.0,0.58,0.01,,0.0,0.2,0.51,,0.0,0.01,0.0,
0.0,0.07,0.22,,"[186, 589, 432, 522]","[897, 837, 60, 80]","[762, 922, 36, 41]",,0.0,0.0,0.0,,0.0,0.03,0.14,,0.99,0.05,0.08,,0.01,0.64,0.02,,0.0,0.21,0.53,,0.0,0.0,0.0,
